playerID,yearID,gameNum,gameID,teamID,lgID,GP,startingPos
abramcj01,2024,0,ALS202407160,WAS,NL,1,
acunaro01,2023,0,ALS202307110,ATL,NL,1,9
acunaro01,2021,0,NLS202107130,ATL,NL,0,
acunaro01,2022,0,NLS202207190,ATL,NL,1,9
albieoz01,2023,0,ALS202307110,ATL,NL,1,
albieoz01,2021,0,NLS202107130,ATL,NL,1,
alcansa01,2022,0,NLS202207190,MIA,NL,1,
alonspe01,2023,0,ALS202307110,NYN,NL,1,
alonspe01,2024,0,ALS202407160,NYN,NL,1,
alonspe01,2022,0,NLS202207190,NYN,NL,1,
altuvjo01,2024,0,ALS202407160,HOU,AL,0,
altuvjo01,2021,0,NLS202107130,HOU,AL,0,
altuvjo01,2022,0,NLS202207190,HOU,AL,0,
alvaryo01,2023,0,ALS202307110,HOU,AL,0,
alvaryo01,2024,0,ALS202407160,HOU,AL,1,10
alvaryo01,2022,0,NLS202207190,HOU,AL,0,
anderti01,2021,0,NLS202107130,CHA,AL,0,
anderti01,2022,0,NLS202207190,CHA,AL,1,6
anderty01,2024,0,ALS202407160,LAA,AL,0,
anderty01,2022,0,NLS202207190,LAN,NL,0,
arciaor01,2023,0,ALS202307110,ATL,NL,1,6
arenano01,2023,0,ALS202307110,SLN,NL,1,5
arenano01,2021,0,NLS202107130,SLN,NL,1,5
arenano01,2022,0,NLS202207190,SLN,NL,0,
arozara01,2023,0,ALS202307110,TBA,AL,1,7
arraelu01,2023,0,ALS202307110,MIA,NL,1,4
arraelu01,2024,0,ALS202407160,SDN,NL,0,
arraelu01,2022,0,NLS202207190,MIN,AL,1,
barnema01,2021,0,NLS202107130,BOS,AL,1,
bassich01,2021,0,NLS202107130,OAK,AL,1,
bautife01,2023,0,ALS202307110,BAL,AL,1,
bednada01,2023,0,ALS202307110,PIT,NL,0,
bednada01,2022,0,NLS202207190,PIT,NL,1,
beninan01,2022,0,NLS202207190,KCA,AL,1,
bettsmo01,2023,0,ALS202307110,LAN,NL,1,8
bettsmo01,2024,0,ALS202407160,LAN,NL,0,
bettsmo01,2021,0,NLS202107130,LAN,NL,0,
bettsmo01,2022,0,NLS202207190,LAN,NL,1,8
bichebo01,2023,0,ALS202307110,TOR,AL,1,
bichebo01,2021,0,NLS202107130,TOR,AL,1,
biebesh01,2021,0,NLS202107130,CLE,AL,0,
blackpa01,2022,0,NLS202207190,OAK,AL,1,
bogaexa01,2021,0,NLS202107130,BOS,AL,1,6
bogaexa01,2022,0,NLS202207190,BOS,AL,1,
bohmal01,2024,0,ALS202407160,PHI,NL,1,5
brantmi02,2021,0,NLS202107130,HOU,AL,0,
bryankr01,2021,0,NLS202107130,CHN,NL,1,
buehlwa01,2021,0,NLS202107130,LAN,NL,0,
burneco01,2023,0,ALS202307110,MIL,NL,0,
burneco01,2024,0,ALS202407160,BAL,AL,1,1
burneco01,2021,0,NLS202107130,MIL,NL,1,
burneco01,2022,0,NLS202207190,MIL,NL,0,
buxtoby01,2022,0,NLS202207190,MIN,AL,1,8
cabremi01,2022,0,NLS202207190,DET,AL,1,
canoye01,2023,0,ALS202307110,BAL,AL,1,
carroco02,2023,0,ALS202307110,ARI,NL,1,7
casteni01,2023,0,ALS202307110,PHI,NL,1,
casteni01,2021,0,NLS202107130,CIN,NL,1,9
castilu02,2023,0,ALS202307110,SEA,AL,0,
castilu02,2022,0,NLS202207190,CIN,NL,1,
castrwi01,2024,0,ALS202407160,MIN,AL,1,
chapmar01,2021,0,NLS202107130,NYA,AL,0,
chishja01,2022,0,NLS202207190,MIA,NL,0,
claseem01,2023,0,ALS202307110,CLE,AL,0,
claseem01,2024,0,ALS202407160,CLE,AL,1,
claseem01,2022,0,NLS202207190,CLE,AL,1,
cobbal01,2023,0,ALS202307110,SFN,NL,1,
colege01,2023,0,ALS202307110,NYA,AL,1,1
colege01,2021,0,NLS202107130,NYA,AL,0,
colege01,2022,0,NLS202207190,NYA,AL,0,
contrwi01,2022,0,NLS202207190,CHN,NL,1,2
contrwi02,2024,0,ALS202407160,MIL,NL,1,2
contrwi02,2022,0,NLS202207190,ATL,NL,1,10
coopega03,2022,0,NLS202207190,MIA,NL,1,
correca01,2024,0,ALS202407160,MIN,AL,0,
correca01,2021,0,NLS202107130,HOU,AL,0,
cortene01,2022,0,NLS202207190,NYA,AL,1,
crawfbr01,2021,0,NLS202107130,SFN,NL,1,
crochga01,2024,0,ALS202407160,CHA,AL,1,
croncj01,2022,0,NLS202207190,COL,NL,1,
croneja01,2021,0,NLS202107130,SDN,NL,1,
croneja01,2022,0,NLS202207190,SDN,NL,1,
cruzne02,2021,0,NLS202107130,MIN,AL,1,
darnatr01,2022,0,NLS202207190,ATL,NL,1,
darviyu01,2021,0,NLS202107130,SDN,NL,0,
degroja01,2021,0,NLS202107130,NYN,NL,0,
delacel01,2024,0,ALS202407160,CIN,NL,1,
deverra01,2024,0,ALS202407160,BOS,AL,0,
deverra01,2021,0,NLS202107130,BOS,AL,1,5
deverra01,2022,0,NLS202207190,BOS,AL,1,5
diazal03,2023,0,ALS202307110,CIN,NL,1,
diazed04,2022,0,NLS202207190,NYN,NL,0,
diazel01,2023,0,ALS202307110,COL,NL,1,
diazya01,2023,0,ALS202307110,TBA,AL,1,3
dovalca01,2023,0,ALS202307110,SFN,NL,1,
duranja01,2024,0,ALS202407160,BOS,AL,1,
elderbr01,2023,0,ALS202307110,ATL,NL,0,
eovalna01,2023,0,ALS202307110,TEX,AL,1,
eovalna01,2021,0,NLS202107130,BOS,AL,1,
escobed01,2021,0,NLS202107130,ARI,NL,1,
espinsa01,2022,0,NLS202207190,TOR,AL,1,
estevca01,2023,0,ALS202307110,LAA,AL,1,
finneky01,2024,0,ALS202407160,WAS,NL,0,
francty01,2022,0,NLS202207190,SEA,AL,1,
francwa01,2023,0,ALS202307110,TBA,AL,1,
fraziad01,2021,0,NLS202107130,PIT,NL,1,4
freemfr01,2023,0,ALS202307110,LAN,NL,1,3
freemfr01,2024,0,ALS202407160,LAN,NL,1,
freemfr01,2021,0,NLS202107130,ATL,NL,1,3
freemfr01,2022,0,NLS202207190,LAN,NL,1,
friedma01,2024,0,ALS202407160,ATL,NL,1,
friedma01,2022,0,NLS202207190,ATL,NL,0,
fryda01,2024,0,ALS202407160,CLE,AL,1,
galleza01,2023,0,ALS202307110,ARI,NL,1,1
gallojo01,2021,0,NLS202107130,TEX,AL,1,
garciad02,2023,0,ALS202307110,TEX,AL,1,9
garciad02,2021,0,NLS202107130,TEX,AL,1,
gausmke01,2023,0,ALS202307110,TOR,AL,0,
gausmke01,2021,0,NLS202107130,SFN,NL,0,
gibsoky01,2021,0,NLS202107130,TEX,AL,1,
gilbelo01,2024,0,ALS202407160,SEA,AL,0,
gimenan01,2022,0,NLS202207190,CLE,AL,1,4
glasnty01,2024,0,ALS202407160,LAN,NL,0,
goldspa01,2022,0,NLS202207190,SLN,NL,1,3
gonsoto01,2022,0,NLS202207190,LAN,NL,1,
grayjo03,2023,0,ALS202307110,WAS,NL,1,
grayso01,2023,0,ALS202307110,MIN,AL,1,
greenhu01,2024,0,ALS202407160,CIN,NL,1,
greenri02,2024,0,ALS202407160,DET,AL,1,
guerrvl02,2023,0,ALS202307110,TOR,AL,1,
guerrvl02,2024,0,ALS202407160,TOR,AL,1,3
guerrvl02,2021,0,NLS202107130,TOR,AL,1,3
guerrvl02,2022,0,NLS202207190,TOR,AL,1,3
gurrilo01,2023,0,ALS202307110,ARI,NL,1,
haderjo01,2023,0,ALS202307110,SDN,NL,1,
haderjo01,2021,0,NLS202107130,MIL,NL,0,
haderjo01,2022,0,NLS202207190,MIL,NL,0,
happia01,2022,0,NLS202207190,CHN,NL,1,
harpebr03,2024,0,ALS202407160,PHI,NL,1,3
harpebr03,2022,0,NLS202207190,PHI,NL,0,
haysau01,2023,0,ALS202307110,BAL,AL,1,8
heimjo01,2023,0,ALS202307110,TEX,AL,1,2
helslry01,2024,0,ALS202407160,SLN,NL,0,
helslry01,2022,0,NLS202207190,SLN,NL,1,
hendegu01,2024,0,ALS202407160,BAL,AL,1,6
hendrli01,2021,0,NLS202107130,CHA,AL,1,
hendrli01,2022,0,NLS202207190,CHA,AL,1,
hernate01,2024,0,ALS202407160,LAN,NL,1,8
hernate01,2021,0,NLS202107130,TOR,AL,1,7
hoffmje02,2024,0,ALS202407160,PHI,NL,1,
holmecl01,2024,0,ALS202407160,NYA,AL,0,
holmecl01,2022,0,NLS202207190,NYA,AL,1,
houckta01,2024,0,ALS202407160,BOS,AL,1,
imanash01,2024,0,ALS202407160,CHN,NL,1,
janseke01,2023,0,ALS202307110,BOS,AL,1,
judgeaa01,2023,0,ALS202307110,NYA,AL,0,
judgeaa01,2024,0,ALS202407160,NYA,AL,1,8
judgeaa01,2021,0,NLS202107130,NYA,AL,1,9
judgeaa01,2022,0,NLS202207190,NYA,AL,1,9
jungjo01,2023,0,ALS202307110,TEX,AL,1,5
kellemi03,2023,0,ALS202307110,PIT,NL,1,
kershcl01,2023,0,ALS202307110,LAN,NL,0,
kershcl01,2022,0,NLS202207190,LAN,NL,1,1
kikucyu01,2021,0,NLS202107130,SEA,AL,0,
kimbrcr01,2023,0,ALS202307110,PHI,NL,1,
kimbrcr01,2021,0,NLS202107130,CHN,NL,1,
kirbyge01,2023,0,ALS202307110,SEA,AL,1,
kirkal01,2022,0,NLS202207190,TOR,AL,1,2
kittran01,2021,0,NLS202107130,TBA,AL,1,
kwanst01,2024,0,ALS202407160,CLE,AL,1,7
lopezjo02,2022,0,NLS202207190,BAL,AL,1,
lopezpa01,2023,0,ALS202307110,MIN,AL,1,
lopezre01,2024,0,ALS202407160,ATL,NL,1,
lorenmi01,2023,0,ALS202307110,DET,AL,1,
lugose01,2024,0,ALS202407160,KCA,AL,1,
lynnla01,2021,0,NLS202107130,CHA,AL,1,
machama01,2021,0,NLS202107130,SDN,NL,1,
machama01,2022,0,NLS202207190,SDN,NL,1,5
manoaal01,2022,0,NLS202207190,TOR,AL,1,
mantijo01,2022,0,NLS202207190,ARI,NL,1,
marquge01,2021,0,NLS202107130,COL,NL,1,
marteke01,2024,0,ALS202407160,ARI,NL,1,4
martest01,2022,0,NLS202207190,NYN,NL,0,
martijd02,2023,0,ALS202307110,LAN,NL,1,10
martijd02,2021,0,NLS202107130,BOS,AL,1,
martijd02,2022,0,NLS202207190,BOS,AL,1,
mcclash01,2023,0,ALS202307110,TBA,AL,0,
mcclash01,2022,0,NLS202207190,TBA,AL,1,1
mcmahry01,2024,0,ALS202407160,COL,NL,1,
mcneije01,2022,0,NLS202207190,NYN,NL,1,4
melanma01,2021,0,NLS202107130,SDN,NL,1,
merrija01,2024,0,ALS202407160,SDN,NL,1,
merriwh01,2023,0,ALS202307110,TOR,AL,1,
merriwh01,2021,0,NLS202107130,KCA,AL,1,
mikolmi01,2022,0,NLS202207190,SLN,NL,0,
millema03,2024,0,ALS202407160,OAK,AL,1,
molinya01,2021,0,NLS202107130,SLN,NL,0,
mullice01,2021,0,NLS202107130,BAL,AL,1,8
muncyma01,2021,0,NLS202107130,LAN,NL,1,10
munozan01,2024,0,ALS202407160,SEA,AL,0,
murphse01,2023,0,ALS202307110,ATL,NL,1,2
musgrjo01,2022,0,NLS202207190,SDN,NL,1,
narvaom01,2021,0,NLS202107130,MIL,NL,1,
naylojo01,2024,0,ALS202407160,CLE,AL,1,
ohtansh01,2023,0,ALS202307110,LAA,AL,1,10
ohtansh01,2024,0,ALS202407160,LAN,NL,1,10
ohtansh01,2021,0,NLS202107130,LAA,AL,1,1;10
ohtansh01,2022,0,NLS202207190,LAA,AL,1,10
olsonma02,2023,0,ALS202307110,ATL,NL,1,
olsonma02,2021,0,NLS202107130,OAK,AL,1,
ozunama01,2024,0,ALS202407160,ATL,NL,1,
paredis01,2024,0,ALS202407160,TBA,AL,1,
pederjo01,2022,0,NLS202207190,SFN,NL,1,7
peralfr01,2021,0,NLS202107130,MIL,NL,1,
perdoge01,2023,0,ALS202307110,ARI,NL,1,
perezma02,2022,0,NLS202207190,TEX,AL,1,
perezsa02,2023,0,ALS202307110,KCA,AL,1,
perezsa02,2024,0,ALS202407160,KCA,AL,1,
perezsa02,2021,0,NLS202107130,KCA,AL,1,2
poseybu01,2021,0,NLS202107130,SFN,NL,0,
pressry01,2021,0,NLS202107130,HOU,AL,0,
profaju01,2024,0,ALS202407160,SDN,NL,1,7
pujolal01,2022,0,NLS202207190,SLN,NL,1,
raganco01,2024,0,ALS202407160,KCA,AL,1,
ramirjo01,2023,0,ALS202307110,CLE,AL,1,
ramirjo01,2024,0,ALS202407160,CLE,AL,1,5
ramirjo01,2021,0,NLS202107130,CLE,AL,1,
ramirjo01,2022,0,NLS202207190,CLE,AL,1,
ramoshe02,2024,0,ALS202407160,SFN,NL,1,
realmjt01,2021,0,NLS202107130,PHI,NL,1,2
reyesal02,2021,0,NLS202107130,SLN,NL,0,
reynobr01,2024,0,ALS202407160,PIT,NL,1,
reynobr01,2021,0,NLS202107130,PIT,NL,1,8
rileyau01,2023,0,ALS202307110,ATL,NL,1,
rileyau01,2022,0,NLS202207190,ATL,NL,1,
roberlu01,2023,0,ALS202307110,CHA,AL,0,
rodonca01,2021,0,NLS202107130,CHA,AL,0,
rodonca01,2022,0,NLS202207190,SFN,NL,0,
rodriju01,2023,0,ALS202307110,SEA,AL,1,
rodriju01,2022,0,NLS202207190,SEA,AL,1,
rogerta01,2021,0,NLS202107130,MIN,AL,0,
rogertr01,2021,0,NLS202107130,MIA,NL,1,
romanjo03,2023,0,ALS202307110,TOR,AL,1,
romanjo03,2022,0,NLS202207190,TOR,AL,0,
rookebr01,2023,0,ALS202307110,OAK,AL,1,
rutscad01,2023,0,ALS202307110,BAL,AL,1,
rutscad01,2024,0,ALS202407160,BAL,AL,1,2
salech01,2024,0,ALS202407160,ATL,NL,0,
sanchcr01,2024,0,ALS202407160,PHI,NL,1,
santaan02,2024,0,ALS202407160,BAL,AL,1,
scherma01,2021,0,NLS202107130,WAS,NL,1,1
schwaky01,2021,0,NLS202107130,WAS,NL,0,
schwaky01,2022,0,NLS202207190,PHI,NL,1,
scottta01,2024,0,ALS202407160,MIA,NL,1,
seageco01,2023,0,ALS202307110,TEX,AL,1,6
seageco01,2024,0,ALS202407160,TEX,AL,1,
seageco01,2022,0,NLS202207190,TEX,AL,1,
semiema01,2023,0,ALS202307110,TEX,AL,1,4
semiema01,2024,0,ALS202407160,TEX,AL,1,4
semiema01,2021,0,NLS202107130,TOR,AL,1,4
sengako01,2023,0,ALS202307110,NYN,NL,0,
skenepa01,2024,0,ALS202407160,PIT,NL,1,1
skubata01,2024,0,ALS202407160,DET,AL,1,
smithwi05,2023,0,ALS202307110,LAN,NL,1,
smithwi05,2024,0,ALS202407160,LAN,NL,1,
solerjo01,2023,0,ALS202307110,MIA,NL,1,
sotogr01,2021,0,NLS202107130,DET,AL,1,
sotogr01,2022,0,NLS202207190,DET,AL,1,
sotoju01,2023,0,ALS202307110,SDN,NL,1,
sotoju01,2024,0,ALS202407160,NYA,AL,1,9
sotoju01,2021,0,NLS202107130,WAS,NL,1,
sotoju01,2022,0,NLS202207190,WAS,NL,1,
springe01,2022,0,NLS202207190,TOR,AL,0,
stantmi03,2022,0,NLS202207190,NYA,AL,1,7
steelju01,2023,0,ALS202307110,CHN,NL,1,
strahma01,2024,0,ALS202407160,PHI,NL,1,
stridsp01,2023,0,ALS202307110,ATL,NL,0,
stromma01,2023,0,ALS202307110,CHN,NL,0,
suarera01,2024,0,ALS202407160,PHI,NL,0,
suarero01,2024,0,ALS202407160,SDN,NL,1,
swansda01,2023,0,ALS202307110,CHN,NL,0,
swansda01,2022,0,NLS202207190,ATL,NL,1,
tatisfe02,2024,0,ALS202407160,SDN,NL,0,
tatisfe02,2021,0,NLS202107130,SDN,NL,1,6
tayloch03,2021,0,NLS202107130,LAN,NL,1,
trevijo01,2022,0,NLS202207190,NYA,AL,1,
troutmi01,2023,0,ALS202307110,LAA,AL,0,
troutmi01,2021,0,NLS202107130,LAA,AL,0,
troutmi01,2022,0,NLS202207190,LAA,AL,0,
tuckeky01,2023,0,ALS202307110,HOU,AL,1,
tuckeky01,2024,0,ALS202407160,HOU,AL,0,
tuckeky01,2022,0,NLS202207190,HOU,AL,1,
turneju01,2021,0,NLS202107130,LAN,NL,1,
turnetr01,2024,0,ALS202407160,PHI,NL,1,6
turnetr01,2021,0,NLS202107130,WAS,NL,1,
turnetr01,2022,0,NLS202207190,LAN,NL,1,6
valdefr01,2023,0,ALS202307110,HOU,AL,0,
valdefr01,2022,0,NLS202207190,HOU,AL,1,
verlaju01,2022,0,NLS202207190,HOU,AL,0,
walketa01,2021,0,NLS202107130,NYN,NL,1,
walshja01,2021,0,NLS202107130,LAA,AL,1,
webblo01,2024,0,ALS202407160,SFN,NL,1,
wendljo01,2021,0,NLS202107130,TBA,AL,1,
westbjo01,2024,0,ALS202407160,BAL,AL,1,
wheelza01,2024,0,ALS202407160,PHI,NL,0,
wheelza01,2021,0,NLS202107130,PHI,NL,0,
willide03,2023,0,ALS202307110,MIL,NL,0,
willide03,2022,0,NLS202207190,MIL,NL,1,
winkeje01,2021,0,NLS202107130,CIN,NL,1,7
wittbo02,2024,0,ALS202407160,KCA,AL,1,
woodrbr01,2021,0,NLS202107130,MIL,NL,0,
yateski01,2024,0,ALS202407160,TEX,AL,1,
yelicch01,2024,0,ALS202407160,MIL,NL,1,9
zuninmi01,2021,0,NLS202107130,TBA,AL,1,
